morpheme,gloss,affix,freq
тхъугъэ,STEM,root,6
гербициды,STEM,root,5
голубев,STEM,root,2
доктринэ,STEM,root,9
чылы,STEM,root,2
общежитии,STEM,root,1
скифы,STEM,root,3
гнесин,STEM,root,8
политическ,STEM,root,11
супермаркет,STEM,root,6
истамбулы,STEM,root,4
былымыхь,STEM,root,2
археологии,STEM,root,6
кудрявцевы,STEM,root,8
хьатыжъ,STEM,root,2
элин,STEM,root,9
боев,STEM,root,1
басов,STEM,root,1
хьэрылъфы,STEM,root,1
цыгъоубыт,STEM,root,2
загранпаспорт,STEM,root,6
шъхьэкӏэпхэ,STEM,root,2
девелопмент,STEM,root,5
ростехинвентаризацие,STEM,root,4
къэбз,STEM,root,3
шъхьаубэт,STEM,root,1
щэрыхъ,STEM,root,2
шелковников,STEM,root,1
распутин,STEM,root,1
мэкъуау,STEM,root,4
арктикэ,STEM,root,4
балъкъэры,STEM,root,1
сити,STEM,root,3
мануэль,STEM,root,7
львовы,STEM,root,2
къэгъотыжь,STEM,root,3
селитр,STEM,root,2
самоквитова,STEM,root,6
пашъхэ,STEM,root,2
агротехническэ,STEM,root,7
пщымыдэ,STEM,root,2
пкӏыкӏэ,STEM,root,4
серафимовы,STEM,root,6
лӏэхъупхъа,STEM,root,1
лъэкъуау,STEM,root,2
возвращении,STEM,root,1
пӏыкӏэн,STEM,root,5
тезадэ,STEM,root,1
сынджыхь,STEM,root,5
анэкӏ,STEM,root,2
бояринцев,STEM,root,4
къошъ,STEM,root,6
савельев,STEM,root,4
белявины,STEM,root,4
строител,STEM,root,6
санитарн,STEM,root,1
темрюковичы,STEM,root,3
фирсова,STEM,root,5
петренко,STEM,root,5
мартэкъу,STEM,root,1
гъохъо,STEM,root,6
левыкины,STEM,root,3
авангард,STEM,root,4
купцовы,STEM,root,3
акӏушъ,STEM,root,1
получатель,STEM,root,4
хьадыпашъу,STEM,root,1
джарымэкъу,STEM,root,2
жан,STEM,root,3
щэнэф,STEM,root,1
шэпхъэнчъа,STEM,root,3
трагикомедие,STEM,root,6
нуры,STEM,root,6
джэмалы,STEM,root,2
канцелярскэ,STEM,root,3
интенсивнэ,STEM,root,10
ефраимы,STEM,root,1
абай,STEM,root,3
шрифт,STEM,root,13
шакӏу,STEM,root,5
индексы,STEM,root,4
хьэкӏуашъэ,STEM,root,1
къэлэмэт,STEM,root,4
шъхьапа,STEM,root,2
свято,STEM,root,5
казахыбзэ,STEM,root,2
харьковскэ,STEM,root,6
якутскэ,STEM,root,10
щамсый,STEM,root,2
регистраторы,STEM,root,1
триптих,STEM,root,5
иуаны,STEM,root,2
правлении,STEM,root,2
лъэрыкӏу,STEM,root,3
шэрджэс,STEM,root,2
щадз,STEM,root,1
шъхьэнтэтебзэ,STEM,root,1
афшин,STEM,root,6
апэнэсы,STEM,root,3
совдеповскэ,STEM,root,2
игнатьев,STEM,root,4
нэнау,STEM,root,8
пӏэлъа,STEM,root,3
екӏуашъэ,STEM,root,1
алиевич,STEM,root,7
лафонтен,STEM,root,3
иммунитеты,STEM,root,2
огъурлы,STEM,root,4
карпо,STEM,root,6
бгыпэ,STEM,root,13
тимуры,STEM,root,2
куахъу,STEM,root,1
къуекъу,STEM,root,4
къэрэцӏыкӏу,STEM,root,2
ротенбург,STEM,root,2
уцӏыргъу,STEM,root,8
аборт,STEM,root,2
мыӏо,STEM,root,2
газетэ,STEM,root,2
шэх,STEM,root,1
упӏышкӏуа,STEM,root,2
универсальн,STEM,root,1
урысбыи,STEM,root,1
праг,STEM,root,4
филфакы,STEM,root,5
къэлэкъутэкъу,STEM,root,2
дыуар,STEM,root,1
пцӏапӏэ,STEM,root,3
пивэгъэжъо,STEM,root,1
вероникэ,STEM,root,6
пролетариат,STEM,root,1
хьаджалдый,STEM,root,1
вузы,STEM,root,3
теплосеты,STEM,root,2
лэш,STEM,root,1
стахановец,STEM,root,2
захарченко,STEM,root,4
станции,STEM,root,4
санин,STEM,root,5
лӏыхъурай,STEM,root,2
гушъаб,STEM,root,5
телепрограмм,STEM,root,3
гыныплъ,STEM,root,4
пономарев,STEM,root,3
плъышъуацӏэр,STEM,root,1
прессы,STEM,root,5
хьэщэ,STEM,root,3
дивизии,STEM,root,1
лэныст,STEM,root,4
кӏэдэкӏои,STEM,root,2
дзэгъу,STEM,root,1
мамыекъу,STEM,root,2
кислотэ,STEM,root,11
кавказск,STEM,root,3
юнысы,STEM,root,4
тхьаусх,STEM,root,7
джэф,STEM,root,10
тӏэпӏ,STEM,root,2
ӏуантӏ,STEM,root,7
чыишъхь,STEM,root,1
хьаи,STEM,root,1
цубытӏы,STEM,root,2
мультфильмы,STEM,root,1
тыт,STEM,root,4
гаити,STEM,root,9
лукьянов,STEM,root,1
двойников,STEM,root,1
сервиснэ,STEM,root,3
тугулуковы,STEM,root,7
махъш,STEM,root,3
тэхъутэры,STEM,root,1
абстрактнэ,STEM,root,4
резников,STEM,root,3
вэртан,STEM,root,1
ӏупхъуа,STEM,root,3
пыикъу,STEM,root,2
пщынчъэ,STEM,root,4
дэхэфэшӏы,STEM,root,3
пассажиры,STEM,root,5
интеллигентна,STEM,root,2
ломоносов,STEM,root,2
кубэщычы,STEM,root,6
цурмыты,STEM,root,1
цокъэжъыӏу,STEM,root,1
тавровская,STEM,root,2
творогы,STEM,root,3
лъэчӏэ,STEM,root,4
гасан,STEM,root,6
мыцӏыхъу,STEM,root,1
кӏуращын,STEM,root,2
бруно,STEM,root,2
мадемуазелы,STEM,root,1
лавриненкэ,STEM,root,5
дэунэжъы,STEM,root,2
эльмир,STEM,root,7
рикардо,STEM,root,9
пикеты,STEM,root,2
болгарскэ,STEM,root,6
тыгъуны,STEM,root,6
цопсын,STEM,root,7
ушъаф,STEM,root,3
мэзан,STEM,root,2
пэдысые,STEM,root,2
интеллект,STEM,root,5
къоцы,STEM,root,11
хъоцы,STEM,root,1
шакир,STEM,root,1
бислъаны,STEM,root,2
горенкэ,STEM,root,5
шапошников,STEM,root,4
упӏэпӏэ,STEM,root,2
ягъан,STEM,root,2
хьакушъхьэищ,STEM,root,1
сенкевич,STEM,root,3
шъхьалъ,STEM,root,6
бондарев,STEM,root,2
акъбай,STEM,root,1
иуанэкъу,STEM,root,1
ксении,STEM,root,1
менделеевы,STEM,root,11
рубероиды,STEM,root,1
зымэф,STEM,root,2
къушъхьэбый,STEM,root,1
фазил,STEM,root,8
къэрэбатыр,STEM,root,2
лермонтов,STEM,root,9
нартыжъы,STEM,root,1
шъэобыкӏу,STEM,root,1
батэкъу,STEM,root,1
пан,STEM,root,2
коммуникации,STEM,root,1
компаньоны,STEM,root,1
сурдоолимпийскэ,STEM,root,3
михьад,STEM,root,1
ангелинэ,STEM,root,5
хьалао,STEM,root,3
хьэратэ,STEM,root,3
чъагъу,STEM,root,1
балы,STEM,root,5
бочков,STEM,root,18
автобаны,STEM,root,2
ӏумаф,STEM,root,6
солисты,STEM,root,2
аварцэ,STEM,root,2
современност,STEM,root,1
денисенкэ,STEM,root,5
къэрданы,STEM,root,2
быдж,STEM,root,1
козыны,STEM,root,1
кӏэпсэшӏ,STEM,root,9
башкирскэ,STEM,root,2
федоры,STEM,root,3
расселение,STEM,root,2
бзабз,STEM,root,3
палатк,STEM,root,3
самоучитель,STEM,root,2
зэнд,STEM,root,2
самарина,STEM,root,2
гурмыкъы,STEM,root,4
тыркуау,STEM,root,3
радикал,STEM,root,3
ӏэй,STEM,root,1
агроиндустриальнэ,STEM,root,4
вентиляцие,STEM,root,4
библиотекары,STEM,root,4
тюменскэ,STEM,root,10
призвание,STEM,root,2
календар,STEM,root,3
лӏэкъошӏу,STEM,root,2
ферриолы,STEM,root,1
юрисдикции,STEM,root,2
наркопритон,STEM,root,4
хъыщты,STEM,root,6
фазилэ,STEM,root,7
эльдары,STEM,root,4
адашев,STEM,root,4
бэгъырэты,STEM,root,1
мэлышъу,STEM,root,2
молдавскэ,STEM,root,2
сталин,STEM,root,10
развитии,STEM,root,3
щэхэпсы,STEM,root,1
дружин,STEM,root,6
тхьэпа,STEM,root,4
дэор,STEM,root,1
мэзлэукъу,STEM,root,2
точмашы,STEM,root,6
грачева,STEM,root,5
миллилитр,STEM,root,6
тхьакӏущын,STEM,root,8
поэтическ,STEM,root,1
хъона,STEM,root,7
князы,STEM,root,1
хьажъуи,STEM,root,2
пэф,STEM,root,5
патрулы,STEM,root,10
ӏэпэпцӏый,STEM,root,1
джинсы,STEM,root,4
анэкӏэ,STEM,root,6
апостолы,STEM,root,3
медсестрэ,STEM,root,2
гостэкъу,STEM,root,1
бордюры,STEM,root,1
полков,STEM,root,2
шъхьэпа,STEM,root,15
красноярск,STEM,root,1
макух,STEM,root,2
лъэбыщ,STEM,root,2
тепляковы,STEM,root,7
гъумытӏым,STEM,root,4
хъурджан,STEM,root,4
тхыцӏ,STEM,root,3
хъорэлӏыкъу,STEM,root,1
бырмамыт,STEM,root,2
озы,STEM,root,3
мегес,STEM,root,1
лъабжъ,STEM,root,1
торшины,STEM,root,2
пропагандисты,STEM,root,1
пэшӏуекӏожь,STEM,root,5
усольцев,STEM,root,5
мэхъаш,STEM,root,3
енэмыкъу,STEM,root,3
шъохъужъ,STEM,root,1
хъуна,STEM,root,2
магнат,STEM,root,3
банников,STEM,root,1
шкӏахъо,STEM,root,4
челяндин,STEM,root,2
регионоведение,STEM,root,3
кинжал,STEM,root,7
стройагропром,STEM,root,3
цӏыфышхы,STEM,root,2
авансы,STEM,root,2
шэрэлӏыкъу,STEM,root,5
шыкуау,STEM,root,2
палестин,STEM,root,2
бацэжъ,STEM,root,2
мамыжъы,STEM,root,2
лэнд,STEM,root,2
степаненко,STEM,root,5
музыковеды,STEM,root,1
трамэ,STEM,root,2
восхождение,STEM,root,4
псыблан,STEM,root,2
абаз,STEM,root,3
норвежцэ,STEM,root,2
дауты,STEM,root,2
дэпчэны,STEM,root,5
орэдыӏуа,STEM,root,3
витяз,STEM,root,1
литераторы,STEM,root,2
фетисов,STEM,root,1
даниленко,STEM,root,4
казенины,STEM,root,7
картуз,STEM,root,1
коммунальщикы,STEM,root,1
компаньон,STEM,root,6
упцӏэн,STEM,root,2
тез,STEM,root,3
самсонов,STEM,root,2
дышъа,STEM,root,8
хъотборэны,STEM,root,1
фоменко,STEM,root,2
динары,STEM,root,1
трупп,STEM,root,2
сымэдж,STEM,root,2
кураторы,STEM,root,3
духь,STEM,root,3
архъагъэ,STEM,root,5
комарова,STEM,root,7
экспорты,STEM,root,3
коммунистическ,STEM,root,1
ӏабыцо,STEM,root,2
лъэхъа,STEM,root,4
прометеи,STEM,root,4
ӏэпыщ,STEM,root,5
волоколамск,STEM,root,1
гъажъу,STEM,root,5
высоковольтнэ,STEM,root,4
санитары,STEM,root,1
чъыгэялъэ,STEM,root,3
шъэкъуй,STEM,root,2
ниныхъу,STEM,root,4
российск,STEM,root,1
филфак,STEM,root,3
елбаш,STEM,root,1
озеро,STEM,root,7
арзуманов,STEM,root,1
этнофестивал,STEM,root,3
темзэкъу,STEM,root,1
щэрэч,STEM,root,11
идеологическ,STEM,root,1
липатовы,STEM,root,5
нэбгъа,STEM,root,1
богатство,STEM,root,2
даго,STEM,root,2
самообложение,STEM,root,2
джанчат,STEM,root,2
пэтӏы,STEM,root,1
шэрэмэт,STEM,root,3
своеобразии,STEM,root,2
зэзы,STEM,root,1
росмолодеж,STEM,root,1
куприяновы,STEM,root,10
хьатэжъыкъу,STEM,root,1
бердихины,STEM,root,4
цивилизации,STEM,root,1
быракъыкӏ,STEM,root,3
ӏэблэ,STEM,root,1
хьамыч,STEM,root,1
аппаи,STEM,root,2
избиратель,STEM,root,1
пальто,STEM,root,8
гуазэ,STEM,root,4
муртазэ,STEM,root,1
киловатты,STEM,root,3
правозащитник,STEM,root,3
английскэ,STEM,root,5
мыщэ,STEM,root,4
дизайнеры,STEM,root,5
ростроповичы,STEM,root,1
сакий,STEM,root,7
нэфӏэдз,STEM,root,1
кобылкины,STEM,root,4
адриенн,STEM,root,5
скульптур,STEM,root,8
хьэтай,STEM,root,1
едэпс,STEM,root,1
валерии,STEM,root,2
чэдыгъ,STEM,root,3
пшъхьэпэжьы,STEM,root,1
географическ,STEM,root,2
ыпшъэкӏ,STEM,root,3
протезы,STEM,root,5
пединститут,STEM,root,2
бытэ,STEM,root,2
шъхьапхэтыку,STEM,root,6
тхьакӏумащ,STEM,root,1
ӏэплӏ,STEM,root,3
автошкол,STEM,root,4
паровозы,STEM,root,4
кӏыржьын,STEM,root,1
экваторы,STEM,root,1
тематик,STEM,root,1
хьэтамэ,STEM,root,1
лъэхъомбэ,STEM,root,5
чкалов,STEM,root,1
медицин,STEM,root,4
псыжъом,STEM,root,7
гупкӏа,STEM,root,1
къашхъу,STEM,root,1
напц,STEM,root,6
мыкӏошъу,STEM,root,3
шырынэкъу,STEM,root,1
пщэрахьы,STEM,root,2
бургунд,STEM,root,6
мудар,STEM,root,2
тӏыргъу,STEM,root,5
чъэкӏ,STEM,root,3
уполномоченный,STEM,root,1
курыжъу,STEM,root,2
юннаты,STEM,root,2
никонов,STEM,root,1
кадыров,STEM,root,1
дэгъ,STEM,root,5
текӏужьы,STEM,root,2
лэгъунэлӏыкъу,STEM,root,1
кӏэмгуи,STEM,root,1
хьакъурэж,STEM,root,1
псевдоним,STEM,root,4
гъучӏыӏун,STEM,root,3
люцерн,STEM,root,1
емыт,STEM,root,9
современникы,STEM,root,6
лимоннэ,STEM,root,2
цӏыкӏунэ,STEM,root,1
результаты,STEM,root,2
секции,STEM,root,6
травмотологическэ,STEM,root,2
къуашъу,STEM,root,2
жакъэ,STEM,root,2
пивзавод,STEM,root,1
термосы,STEM,root,4
бзыхьафы,STEM,root,4
узбекскэ,STEM,root,1
лафышъы,STEM,root,1
бзыб,STEM,root,2
къулэкъу,STEM,root,1
сваны,STEM,root,1
коцэ,STEM,root,1
налщыкъ,STEM,root,1
ривьерэ,STEM,root,2
мексик,STEM,root,2
зымэфа,STEM,root,1
шыкъым,STEM,root,1
резервн,STEM,root,1
дад,STEM,root,2
политикы,STEM,root,6
гуманитарн,STEM,root,1
антоновы,STEM,root,6
хьэткъут,STEM,root,1
корчак,STEM,root,9
тӏолъфэныкъу,STEM,root,2
гъофы,STEM,root,2
приднестровье,STEM,root,4
галкины,STEM,root,12
мэркъазэ,STEM,root,5
библиографии,STEM,root,1
лоцманы,STEM,root,1
убатэ,STEM,root,3
тӏымыжъ,STEM,root,1
самохвалов,STEM,root,1
бунакова,STEM,root,4
шъхьэгуащ,STEM,root,6
золот,STEM,root,1
къэрэтэбаны,STEM,root,3
къэбарыхьы,STEM,root,1
нащ,STEM,root,3
бэуа,STEM,root,2
къэбэкъ,STEM,root,6
мэщлӏэкъу,STEM,root,2
сатурны,STEM,root,4
майкопинвестстрой,STEM,root,3
хъутэ,STEM,root,2
хьаджыр,STEM,root,3
дмитриевичы,STEM,root,2
стуктурэ,STEM,root,2
пхъэпхъа,STEM,root,3
лъэкъодыгъу,STEM,root,2
космологие,STEM,root,3
марго,STEM,root,1
гъошх,STEM,root,1
къэртэн,STEM,root,1
шъогъэзэ,STEM,root,5
мода,STEM,root,1
электролиниехэм,STEM,root,5
волонтеры,STEM,root,7
сулейманова,STEM,root,6
ащкъаны,STEM,root,1
мысырджэн,STEM,root,3
граммофоны,STEM,root,3
андрианопольскэ,STEM,root,3
лавров,STEM,root,3
космодемьянская,STEM,root,4
цэкуа,STEM,root,3
джыб,STEM,root,6
булдаковы,STEM,root,4
хьамтӏэхъу,STEM,root,2
лирическ,STEM,root,2
босфоры,STEM,root,1
черниченко,STEM,root,5
цокъэжъыкъу,STEM,root,1
лэгъупэкъопсы,STEM,root,1
козын,STEM,root,1
аравины,STEM,root,4
тимирязевы,STEM,root,4
ӏэшъабэ,STEM,root,2
щэефыхы,STEM,root,1
тӏэш,STEM,root,3
мэст,STEM,root,1
дэгуфы,STEM,root,2
светодиоднэ,STEM,root,3
псыкорен,STEM,root,1
матӏ,STEM,root,4
кӏэбгъулъ,STEM,root,2
лъэпцӏэжъы,STEM,root,1
ӏофшӏапкӏэ,STEM,root,2
лахъщыкъу,STEM,root,1
мэлхъожь,STEM,root,1
хьэджашъо,STEM,root,3
лӏыфы,STEM,root,1
фигурн,STEM,root,2
антонов,STEM,root,1
инспекции,STEM,root,2
юстиции,STEM,root,1
пыхъы,STEM,root,1
хэд,STEM,root,5
цутхьакӏумэкъу,STEM,root,1
елэн,STEM,root,1
гъола,STEM,root,1
першины,STEM,root,5
мамсыры,STEM,root,1
шъоищ,STEM,root,1
эвенкы,STEM,root,1
мэзыужьэкъу,STEM,root,1
чӏынэлъэшху,STEM,root,1
геологии,STEM,root,1
триптихы,STEM,root,2
эмираты,STEM,root,3
кӏэпса,STEM,root,3
киргизскэ,STEM,root,1
героин,STEM,root,10
бузд,STEM,root,1
армейскэ,STEM,root,3
тэмащэ,STEM,root,6
бахъсэн,STEM,root,2
линейк,STEM,root,4
максимы,STEM,root,1
дезинфекции,STEM,root,1
кучеренэ,STEM,root,3
ныджэ,STEM,root,1
мэшӏодзы,STEM,root,2
арараты,STEM,root,4
кинофильмы,STEM,root,4
щэхэпс,STEM,root,2
субтропик,STEM,root,3
ветеринары,STEM,root,3
цунтхъ,STEM,root,6
газел,STEM,root,2
чау,STEM,root,7
лъэбжъ,STEM,root,1
къокӏасэкъу,STEM,root,1
алэу,STEM,root,1
хъубый,STEM,root,1
чъакӏ,STEM,root,1
факелы,STEM,root,7
нэкӏушъхь,STEM,root,1
хэшӏыкӏыгъое,STEM,root,3
тимирязево,STEM,root,2
электрэ,STEM,root,4
пщынэлӏ,STEM,root,1
полицейск,STEM,root,2
пиротехник,STEM,root,4
третьяковы,STEM,root,3
мигранты,STEM,root,1
къэпкъан,STEM,root,1
бэщэч,STEM,root,2
смолин,STEM,root,3
уелӏыкъу,STEM,root,1
сэкъ,STEM,root,3
бамыкӏэ,STEM,root,1
пхъэтеты,STEM,root,3
ачъ,STEM,root,2
федяева,STEM,root,2
ролдугин,STEM,root,4
къушъхьатхы,STEM,root,2
джэфы,STEM,root,1
правительство,STEM,root,1
алтаи,STEM,root,6
нэгыи,STEM,root,1
брат,STEM,root,3
хьамыцу,STEM,root,3
шэкӏышӏ,STEM,root,2
бжьэныкӏэ,STEM,root,1
лӏыхъужъыкъу,STEM,root,1
къырыу,STEM,root,1
хьэпкӏэ,STEM,root,2
хьадищ,STEM,root,1
мэджаджэкъу,STEM,root,1
шъхьэщэмышӏ,STEM,root,2
хьэрза,STEM,root,3
къадыи,STEM,root,1
чернобылец,STEM,root,4
рыбалкин,STEM,root,1
кислороды,STEM,root,8
физиотерапие,STEM,root,2
авангарды,STEM,root,3
кабардинк,STEM,root,3
расстояние,STEM,root,2
вишняков,STEM,root,1
телеэкран,STEM,root,2
аисэ,STEM,root,2
разработкэ,STEM,root,5
хакӏу,STEM,root,2
шахьин,STEM,root,1
джыназы,STEM,root,2
полиграфы,STEM,root,1
лъхъэнча,STEM,root,4
хьэрылъф,STEM,root,1
фадеев,STEM,root,1
мэджадж,STEM,root,2
ӏэз,STEM,root,3
егъум,STEM,root,2
самуелы,STEM,root,1
офицерскэ,STEM,root,3
джэрышӏы,STEM,root,1
спонсоры,STEM,root,3
архитектурн,STEM,root,2
блочнэ,STEM,root,3
ӏэлдар,STEM,root,1
социалистическ,STEM,root,1
элфыб,STEM,root,2
страховк,STEM,root,4
уазы,STEM,root,2
аспиранты,STEM,root,4
гъунджа,STEM,root,1
бадж,STEM,root,3
сотниковы,STEM,root,2
перечены,STEM,root,2
георгиевск,STEM,root,2
узэфы,STEM,root,1
сыринэ,STEM,root,1
санинструкторы,STEM,root,1
коновалов,STEM,root,5
ергъукъу,STEM,root,2
шэрыу,STEM,root,1
лъэбжъэнэ,STEM,root,2
шормэн,STEM,root,1
бацэ,STEM,root,2
делэл,STEM,root,1
предринимател,STEM,root,2
пэдысы,STEM,root,1
хьэс,STEM,root,1
аверин,STEM,root,2
бырмамытӏ,STEM,root,1
товароведение,STEM,root,6
соцстрах,STEM,root,1
ныбэчъэ,STEM,root,1
моргуновы,STEM,root,6
цыз,STEM,root,2
мышъы,STEM,root,1
дэгъа,STEM,root,2
барсыкъо,STEM,root,1
дельфины,STEM,root,2
росбанкы,STEM,root,2
михаилы,STEM,root,1
къохъу,STEM,root,1
зэнда,STEM,root,6
клиническ,STEM,root,1
шэкӏышӏы,STEM,root,1
юрчишины,STEM,root,5
дамаскы,STEM,root,2
къошъобэщ,STEM,root,3
наурз,STEM,root,2
руслъаны,STEM,root,3
звезднэ,STEM,root,2
шхъонтӏ,STEM,root,4
великэ,STEM,root,6
маммографы,STEM,root,1
текстиль,STEM,root,3
убэтэ,STEM,root,2
светлов,STEM,root,2
хъуд,STEM,root,1
пӏаз,STEM,root,1
дыкӏ,STEM,root,1
къаплъэн,STEM,root,1
чып,STEM,root,1
снегиревы,STEM,root,2
бухгалтерскэ,STEM,root,2
заседание,STEM,root,3
хьаджэмыкъу,STEM,root,2
страхова,STEM,root,2
пщыщэкъу,STEM,root,1
сихьаджэкъу,STEM,root,1
шашыф,STEM,root,1
запорожье,STEM,root,5
тӏуо,STEM,root,1
къэнэмэт,STEM,root,1
антибиотикы,STEM,root,1
ныуа,STEM,root,1
джэбэ,STEM,root,1
турс,STEM,root,1
пианино,STEM,root,2
вишневецы,STEM,root,2
сортировочнэ,STEM,root,2
цӏыкӏушъы,STEM,root,1
признании,STEM,root,1
исраилы,STEM,root,3
спецкурс,STEM,root,4
шъхьачэ,STEM,root,1
нахьышъхьа,STEM,root,1
шортэн,STEM,root,1
напщэ,STEM,root,3
рубцовы,STEM,root,13
профессионалы,STEM,root,1
фитнесы,STEM,root,1
шахов,STEM,root,3
сэмгугъэ,STEM,root,1
хэда,STEM,root,7
географии,STEM,root,1
лӏэблэна,STEM,root,2
къудайнэты,STEM,root,2
истанбул,STEM,root,2
ерусалимы,STEM,root,4
нэджыкъу,STEM,root,4
дыджэ,STEM,root,1
хэтэрыкӏы,STEM,root,12
рабинович,STEM,root,2
бурлаков,STEM,root,1
григорянц,STEM,root,3
перестройк,STEM,root,4
производительносты,STEM,root,3
шӏомыкӏчӏэх,STEM,root,1
тележк,STEM,root,2
страховании,STEM,root,1
ӏакӏыбы,STEM,root,1
империи,STEM,root,2
сценическ,STEM,root,1
глинк,STEM,root,2
хьэнэф,STEM,root,1
пространствэ,STEM,root,1
бэдзэнэшъу,STEM,root,3
ажахъо,STEM,root,1
тыгъуан,STEM,root,1
эстетическ,STEM,root,1
бауманы,STEM,root,4
шъыхь,STEM,root,6
сэпа,STEM,root,2
философии,STEM,root,1
батут,STEM,root,1
живопис,STEM,root,2
объединении,STEM,root,2
мамыхъу,STEM,root,2
кӏэнкӏа,STEM,root,1
бэрбэч,STEM,root,6
снайперскэ,STEM,root,3
цэку,STEM,root,1
пестициды,STEM,root,2
лӏыхъукӏэкӏ,STEM,root,2
лъэпцӏэрыкъу,STEM,root,1
сценаристы,STEM,root,1
поборник,STEM,root,3
германии,STEM,root,1
подряды,STEM,root,2
мэхълъа,STEM,root,1
трудодены,STEM,root,2
конструкции,STEM,root,1
бурбулис,STEM,root,3
зинченко,STEM,root,1
лъэпцӏэжъ,STEM,root,2
хъыты,STEM,root,2
чэрэн,STEM,root,1
ахьмэды,STEM,root,3
промконтракт,STEM,root,3
хьэрун,STEM,root,1
гъуаплъ,STEM,root,6
апыч,STEM,root,5
аргентин,STEM,root,2
иранскэ,STEM,root,1
автоматик,STEM,root,1
дыгъужъ,STEM,root,1
мэзчэт,STEM,root,2
рационализатор,STEM,root,4
жученко,STEM,root,2
токъу,STEM,root,1
шъэолӏыкъу,STEM,root,1
балтикэ,STEM,root,6
залъ,STEM,root,1
гарантии,STEM,root,1
шахый,STEM,root,1
лӏыгъэжъ,STEM,root,1
ростсельмаш,STEM,root,2
автомеханикы,STEM,root,2
урысыкъу,STEM,root,2
цӏэӏугъошӏу,STEM,root,2
укъощ,STEM,root,4
куценко,STEM,root,1
мэфэгъэлӏ,STEM,root,3
производителы,STEM,root,1
генсоветы,STEM,root,2
лицензии,STEM,root,1
енисеи,STEM,root,5
шарл,STEM,root,1
борисы,STEM,root,1
сейсмолог,STEM,root,2
пластинк,STEM,root,2
скворцовы,STEM,root,6
иванкэ,STEM,root,1
иуаныкъу,STEM,root,1
лоу,STEM,root,3
къаум,STEM,root,2
къошъы,STEM,root,1
морковь,STEM,root,2
теоретикы,STEM,root,1
киркоров,STEM,root,1
сельхозтехникэ,STEM,root,10
тыгъос,STEM,root,1
къуныуд,STEM,root,1
фышъхь,STEM,root,2
воробьев,STEM,root,4
тюркскэ,STEM,root,2
биохимическэ,STEM,root,3
разговор,STEM,root,2
лазары,STEM,root,1
шъэуа,STEM,root,1
сосудистэ,STEM,root,2
автотехническэ,STEM,root,4
гъудэ,STEM,root,3
мадзаева,STEM,root,3
военрук,STEM,root,3
утэбжьэ,STEM,root,1
тӏэпӏы,STEM,root,7
регистратур,STEM,root,2
гъэплӏа,STEM,root,2
пришвин,STEM,root,1
уцышъуа,STEM,root,3
щорэ,STEM,root,5
хоров,STEM,root,1
строймонтажы,STEM,root,1
минск,STEM,root,2
нахьпэ,STEM,root,1
буряты,STEM,root,1
лӏэгъуаб,STEM,root,2
шыдыгъу,STEM,root,1
егъэны,STEM,root,1
мэлгощы,STEM,root,1
фонетик,STEM,root,1
батым,STEM,root,2
промышленн,STEM,root,2
пржевальскэ,STEM,root,2
килл,STEM,root,3
бэжъуй,STEM,root,2
гъэжьы,STEM,root,1
ролдугины,STEM,root,1
апыщы,STEM,root,3
кущмызэкъу,STEM,root,1
шъугъур,STEM,root,3
лъэкъэ,STEM,root,4
гъонлэ,STEM,root,6
кӏуб,STEM,root,1
шъхьэубэта,STEM,root,5
нэмыр,STEM,root,1
категории,STEM,root,3
пцӏымам,STEM,root,2
уӏаш,STEM,root,1
камал,STEM,root,3
редакции,STEM,root,2
мола,STEM,root,6
сырынэпщэ,STEM,root,1
велзевулы,STEM,root,1
дэтхъужъ,STEM,root,1
модернизации,STEM,root,3
укъул,STEM,root,1
рассад,STEM,root,2
пщыцӏыкӏу,STEM,root,1
волгар,STEM,root,1
представление,STEM,root,2
тхьагъушъ,STEM,root,1
телемосты,STEM,root,1
педтехникум,STEM,root,1
эндокринологы,STEM,root,1
нэплъы,STEM,root,2
смартфоны,STEM,root,4
тыркумыкъу,STEM,root,1
сотрудник,STEM,root,3
радикальн,STEM,root,1
цыс,STEM,root,2
стажировк,STEM,root,1
псэхалӏ,STEM,root,2
цыекъу,STEM,root,4
пхъэчэяшӏ,STEM,root,1
хьэмбар,STEM,root,3
топонимы,STEM,root,1
мыжъолъ,STEM,root,4
жэмадыкъу,STEM,root,1
масленников,STEM,root,1
нэшӏуцӏэкъу,STEM,root,1
казан,STEM,root,1
никишэ,STEM,root,2
кошы,STEM,root,1
пропорциональнэ,STEM,root,4
рафинад,STEM,root,2
нестеровы,STEM,root,5
окъ,STEM,root,3
асыеты,STEM,root,1
хьакъужъ,STEM,root,2
классикы,STEM,root,6
сероводород,STEM,root,1
батмыт,STEM,root,5
къандауры,STEM,root,1
чырбыщзэтелъхь,STEM,root,2
политологы,STEM,root,2
уазыр,STEM,root,2
елмыщэкъу,STEM,root,3
къэрэбэты,STEM,root,2
интернационалисты,STEM,root,1
стахановскэ,STEM,root,3
александров,STEM,root,6
коллективн,STEM,root,1
народн,STEM,root,2
борэкъу,STEM,root,5
чӏыгугощы,STEM,root,1
борсы,STEM,root,2
гиагинскэ,STEM,root,2
шагъыр,STEM,root,1
шъошхы,STEM,root,2
левченко,STEM,root,1
шампанск,STEM,root,2
джыгыты,STEM,root,2
акунины,STEM,root,3
астрэ,STEM,root,1
